ISN Part Number	Description	Cost	Special Retail	Regular Retail	Catalog Page	TW Page	UOM	UPC Code	Weight	Length	Width	Height	Country of Origin
KDT80148	SOC 13MM 1/4D 6PT DP	3.23	4.97	5.92			1	99575801488	0.13	4.45	1.77	0.70	CHN
KDT80149	SOC 14MM 1/4D 6PT DP	3.23	4.97	5.92			1	99575801495	0.18	4.45	1.77	0.79	CHN
KDT80150	SOC 15MM 1/4D 6PT DP	3.23	4.97	5.92			1	99575801501	0.22	4.45	1.77	0.83	CHN
KDT80220	1/4_DR 12PT DEEP SKT 3/16_    	3.23	4.97	5.92			1	99575802201	0.04	1.93	0.47	0.47	0
KDT80221	1/4_DR 12PT DEEP SKT 7/32_    	3.23	4.97	5.92			1	99575802218	0.04	1.93	0.47	0.47	0
KDT80222	SOC 1/4 1/4D 12PT DP	3.23	4.97	5.92			1	99575802225	0.05	1.93	0.47	0.47	CHN
KDT80223	SOC 9/32 1/4D 12PT DP	3.23	4.97	5.92			1	99575802232	0.05	1.93	0.47	0.47	0
KDT80224	SOC 5/16 1/4D 12PT DP	3.23	4.97	5.92			1	99575802249	0.05	1.93	0.47	0.47	CHN
KDT80225	SOC 11/32 1/4D 12PT DP	3.23	4.97	5.92			1	99575802256	0.05	1.93	0.52	0.52	0
KDT80226	SOC 3/8 1/4D 12PT DP	3.23	4.97	5.92			1	99575802263	0.06	1.93	0.57	0.57	0
KDT80227	SOC 7/16 1/4D 12PT DP	3.23	4.97	5.92			1	99575802270	0.09	1.93	0.63	0.63	0
KDT80228	SOC 1/2 1/4D 12PT DP	3.23	4.97	5.92			1	99575802287	0.10	1.93	0.70	0.70	CHN
KDT80229	SOC 9/16 1/4D 12PT DP	3.23	4.97	5.92			1	99575802294	0.13	1.93	0.77	0.77	0
KDT80230	1/4_DR 12PT DEEP SKT 4MM	3.23	4.97	5.92			1	99575802300	0.13	1.93	0.47	0.47	0
KDT80231	SOC 5MM 1/4D 12PT DP	3.23	4.97	5.92			1	99575802317	0.04	1.93	0.47	0.47	0
KDT80232	SOC 5.5 MM 1/4D 12PT DP	3.23	4.97	5.92			1	99575802324	0.04	1.93	0.47	0.47	0
KDT80233	SOC 6MM 1/4D 12PT DP	3.23	4.97	5.92			1	99575802331	0.04	1.93	0.47	0.47	0
KDT80234	1/4_DR 12PT DEEP SKT 7MM	3.23	4.97	5.92			1	99575802348	0.05	1.93	0.47	0.47	0
KDT80235	SOC 8MM 1/4D 12PT DP	3.23	4.97	5.92			1	99575802355	0.06	1.93	0.47	0.47	TWN
KDT80236	1/4_DR 12PT DEEP SKT 9MM      	3.23	4.97	5.92			1	99575802362	0.06	1.93	0.52	0.52	0
KDT80237	SOC 10MM 1/4D 12PT DP	3.23	4.97	5.92			1	99575802379	0.07	1.93	0.57	0.57	CHN
KDT80238	1/4_DR 12PT DEEP SKT 11MM     	3.23	4.97	5.92			1	99575802386	0.08	1.93	0.63	0.63	0
KDT80239	SOC 12MM 1/4D 12PT DP	3.23	4.97	5.92			1	99575802393	0.11	1.93	0.67	0.67	0
KDT80240	1/4_DR 12PT DEEP SKT 13MM	3.23	4.97	5.92			1	99575802409	0.12	1.93	0.70	0.70	CHN
KDT80241	1/4_DR 12PT DEEP SKT 14MM	3.23	4.97	5.92			1	99575802416	0.13	1.93	0.77	0.77	0
KDT80242	SOC 15MM 1/4D 12PT DP	3.23	4.97	5.92			1	99575802423	0.20	2.00	0.75	0.75	CHN
KDT80356	SOC 5/8 3/8D 6PT	3.23	4.97	5.92			1	99575803567	0.11	3.50	1.77	0.87	CHN
KDT80357	SOC 11/16 3/8D 6PT	3.23	4.97	5.92			1	99575803574	0.11	3.50	1.77	0.94	CHN
KDT80358	SOC 3/4 3/8D 6PT	3.23	4.97	5.92			1	99575803581	0.13	3.50	1.77	1.02	CHN
KDT80359	SOC 13/16 3/8D 6PT	3.23	4.97	5.92			1	99575803598	0.18	3.62	1.77	1.10	CHN
KDT80360	SOC 7/8 3/8D 6PT	3.23	4.97	5.92			1	99575803604	0.20	3.62	1.77	1.17	CHN
KDT80361	SOC 15/16 3/8D 6PT	3.23	4.97	5.92			1	99575803611	0.24	3.74	1.77	1.26	TWN
KDT80362	SOC 1_ 3/8D 6PT	3.23	4.97	5.92			1	99575803628	0.29	3.74	1.77	1.34	CHN
KDT80385	SOC 17MM 3/8D 6PT	3.23	4.97	5.92			1	99575803857	0.11	3.50	1.77	0.92	CHN
KDT80386	SOC 18MM 3/8D 6PT	3.23	4.97	5.92			1	99575803864	0.11	3.50	1.77	0.94	CHN
KDT80387	SOC 19MM 3/8D 6PT	3.23	4.97	5.92			1	99575803871	0.13	3.62	1.77	1.00	CHN
KDT80493	SOC 17MM 3/8D 12PT	3.23	4.97	5.92			1	99575804939	1.00	6.00	2.00	0.15	TWN
KDT80494	SOC 18MM 3/8D 12PT	3.23	4.97	5.92			1	99575804946	1.00	6.00	2.00	0.15	CHN
KDT80495	SOC 19MM 3/8D 12PT	3.23	4.97	5.92			1	99575804953	1.00	6.00	2.00	0.15	CHN
KDT80502	SOC 5/8 3/8D 12PT	3.23	4.97	5.92			1	99575805028	0.20	4.00	2.00	1.00	TWN
KDT80503	SOC 11/16 3/8D 12PT	3.23	4.97	5.92			1	99575805035	0.10	3.50	1.75	1.25	CHN
KDT80504	SOC 3/4 3/8D 12PT	3.23	4.97	5.92			1	99575805042	0.12	3.50	1.75	1.00	CHN
KDT80505	SOC 13/16 3/8D 12PT	3.23	4.97	5.92			1	99575805059	0.16	3.75	1.75	1.25	CHN
KDT80506	SOC 7/8 3/8D 12PT	3.23	4.97	5.92			1	99575805066	0.18	3.75	1.75	1.25	TWN
KDT80507	3/8_DR 12PT STD SKT 15/16_	3.23	4.97	5.92			1	99575805073	0.16	1.26	1.26	1.16	CHN
KDT80508	3/8_DR 12PT STD SKT 1_	3.23	4.97	5.92			1	99575805080	0.16	1.33	1.33	1.32	CHN
KDT80115S	1/4_ DRIVE 6 PT. MID LENGTH SAE SOCKET 3/16_	2.41	3.71	5.44			1	99575851155	0.05	3.75	1.75	0.30	TWN
KDT80116S	1/4_ DRIVE 6 PT. MID LENGTH SAE SOCKET 7/32_	2.41	3.71	5.44			1	99575831164	0.05	3.75	2.75	0.25	TWN
KDT80117S	1/4_ DRIVE 6 PT. MID LENGTH SAE SOCKET 1/4_	2.41	3.71	5.44			1	99575831171	0.05	3.75	1.75	0.80	TWN
KDT80118S	1/4_DRIVE 6 PT. MID LENGTH SAE SOCKET 9/32_	2.41	3.71	5.44			1	99575831188	0.05	3.75	1.75	0.40	TWN
KDT80119S	1/4_ DRIVE 6 PT. MID LENGTH SAE SOCKET 5/16_	2.41	3.71	5.44			1	99575831195	0.05	3.75	1.00	0.50	TWN
KDT80120S	1/4_ DRIVE 6 PT. MID LENGTH SAE SOCKET 11/32_	2.41	3.71	5.44			1	99575851209	0.05	3.75	1.75	0.25	TWN
KDT80121S	1/4_ DRIVE 6 PT. MID LENGTH SAE SOCKET 3/8_	2.41	3.71	5.44			1	99575831218	0.05	3.75	1.75	0.25	TWN
KDT80122S	1/4_ DRIVE 6 PT. MID LENGTH SAE SOCKET 7/16_	2.41	3.71	5.44			1	99575821226	0.05	4.00	2.00	1.00	TWN
KDT80123S	1/4_ DRIVE 6 PT. MID LENGTH SAE SOCKET 1/2_	2.41	3.71	5.44			1	99575821233	0.10	3.75	1.75	0.55	TWN
KDT80124S	1/4_ DRIVE 6 PT. MID LENGTH SAE SOCKET 9/16_	2.41	3.71	5.44			1	99575821240	0.10	3.75	1.75	0.60	TWN
KDT80138S	1/4_ DRIVE 6 PT. MID LENGTH METRIC SOCKET 4MM	2.41	3.71	5.44			1	99575821387	0.05	3.75	1.75	0.25	TWN
KDT80139S	1/4_ DRIVE 6 PT. MID LENGTH METRIC SOCKET 5MM	2.41	3.71	5.44			1	99575821394	0.05	3.75	1.75	0.40	TWN
KDT80140S	1/4_ DRIVE 6 PT. MID LENGTH METRIC SOCKET 5.5MM	2.41	3.71	5.44			1	99575821400	0.05	4.00	2.00	1.00	TWN
KDT80141S	1/4_ DRIVE 6 PT. MID LENGTH METRIC SOCKET 6MM	2.41	3.71	5.44			1	99575821417	0.05	4.00	2.00	0.50	TWN
KDT80142S	1/4_ DRIVE 6 PT. MID LENGTH METRIC SOCKET 7MM	2.41	3.71	5.44			1	99575821424	0.20	2.00	2.00	1.00	TWN
KDT80143S	1/4_ DRIVE 6 PT. MID LENGTH METRIC SOCKET 8MM	2.41	3.71	5.44			1	99575821431	0.05	3.00	0.50	1.00	TWN
KDT80144S	1/4_ DRIVE 6 PT. MID LENGTH METRIC SOCKET 9MM	2.41	3.71	5.44			1	99575821448	0.05	3.75	1.75	0.30	TWN
KDT80145S	1/4_ DRIVE 6 PT. MID LENGTH METRIC SOCKET 10MM	2.41	3.71	5.44			1	99575821455	0.05	3.75	1.75	0.50	TWN
KDT80146S	1/4_ DRIVE 6 PT. MID LENGTH METRIC SOCKET 11MM	2.41	3.71	5.44			1	99575821462	0.50	3.75	1.75	0.55	TWN
KDT80147S	1/4_ DRIVE 6 PT. MID LENGTH METRIC SOCKET 12MM	2.41	3.71	5.44			1	99575821479	0.05	3.75	1.75	0.25	TWN
KDT80148S	1/4_ DRIVE 6 PT. MID LENGTH METRIC SOCKET 13MM	2.41	3.71	5.44			1	99575821486	0.10	4.00	2.00	0.75	TWN
KDT80149S	1/4_ DRIVE 6 PT. MID LENGTH METRIC SOCKET 14MM	2.41	3.71	5.44			1	99575821493	0.10	4.00	2.00	1.00	TWN
KDT80150S	1/4_ DRIVE 6 PT. MID LENGTH METRIC SOCKET 15MM_	2.41	3.71	5.44			1	99575821509	0.15	3.75	1.75	0.75	TWN
KDT80151	1/4_DR HEX BIT SKT 1/16_	3.86	5.94	8.35			1	99575801518	0.05	5.00	2.00	1.00	TWN
KDT80152	1/4_DR HEX BIT SKT 5/64_	3.86	5.94	8.35			1	99575801525	0.05	4.00	1.00	1.00	TWN
KDT80153	BITSOC 3/32 1/4D HEX MALE	3.86	5.94	8.35			1	99575801532	0.05	4.00	1.75	0.25	TWN
KDT80154	1/4_DR HEX BIT SKT 7/64_      	3.86	5.94	8.35			1	99575801549	0.50	4.00	2.00	2.00	TWN
KDT80155	BITSOC 1/8 1/4D HEX MALE	3.86	5.94	8.35			1	99575801556	0.20	4.00	1.75	0.25	TWN
KDT80156	1/4_DR HEX BIT SKT 9/64_      	3.86	5.94	8.35			1	99575801563	0.05	1.50	0.50	0.20	TWN
KDT80157	BITSOC 5/32 1/4D HEX MALE	3.86	5.94	8.35			1	99575801570	0.05	4.00	0.75	0.75	TWN
KDT80158	BITSOC 3/16 1/4D HEX MALE	3.86	5.94	8.35			1	99575801587	0.05	4.00	0.75	0.75	TWN
KDT80159	1/4_DR HEX BIT SKT 7/32_      	3.86	5.94	8.35			1	99575801594	0.05	4.00	1.70	0.50	TWN
KDT80160	BITSOC 1/4 1/4D HEX MALE	3.86	5.94	8.35			1	99575801600	0.05	4.00	1.75	0.50	TWN
KDT80161	BITSOC 2MM 1/4D HEX MALE	3.86	5.94	8.35			1	99575801617	0.06	4.00	2.00	0.50	TWN
KDT80162	BITSOC 2.5 MM 1/4D HEX MALE	3.86	5.94	8.35			1	99575801624	0.30	2.00	2.00	0.20	TWN
KDT80163	BITSOC 3MM 1/4D HEX MALE	3.86	5.94	8.35			1	99575801631	0.05	3.75	1.75	0.50	TWN
KDT80164	BITSOC 4MM 1/4D HEX MALE	3.86	5.94	8.35			1	99575801648	0.25	3.00	2.00	0.15	TWN
KDT80165	BITSOC 5MM 1/4D HEX MALE	3.86	5.94	8.35			1	99575801655	0.05	4.00	1.50	0.50	TWN
KDT80166	BITSOC 6MM 1/4D HEX MALE	3.86	5.94	8.35			1	99575801662	0.20	4.00	2.00	0.50	TWN
KDT81114	1/4_DR EXTENSION 4_	3.86	5.94	8.35			1	99575811142	0.09	6.52	1.77	0.47	CHN
KDT80167	1/4_DR 12PT BIT SKT 4MM       	5.49	8.45	9.73			1	99575801679	0.10	3.50	2.75	0.50	TWN
KDT80169	1/4_DR 12PT BIT SKT 6MM       	5.49	8.45	9.73			1	99575801693	0.05	3.00	1.00	0.10	TWN
KDT80171	1/4 DR T8 2PC INTERNAL TORX SOC	3.54	5.45	5.97			1	99575801716	0.05	3.90	1.69	0.50	USA
KDT80172	SOC T10 1/4D INT TRX MALE	3.54	5.45	5.97			1	99575801723	0.05	3.90	1.69	0.50	TWN
KDT80173	1/4 DR T15 2PC INTERNAL TORX SOC 	3.54	5.45	5.97			1	99575801730	0.05	3.90	1.69	0.50	TWN
KDT80174	SOC T20 1/4D INT TRX MALE	3.54	5.45	5.97			1	99575801747	0.05	3.90	1.69	0.50	TWN
KDT80175	SOC T25 1/4D INT TRX MALE	3.54	5.45	5.97			1	99575801754	0.05	3.90	1.69	0.50	TWN
KDT80178	SOC T7 1/4D TAMPRF TRX MALE	4.65	7.15	7.99			1	99575801785	0.05	3.90	1.69	0.50	TWN
KDT80179	1/4 DR T8 2PC TORX TAMPERPROOF SOC	4.65	7.15	7.99			1	99575801792	0.05	3.90	1.69	0.50	TWN
KDT80180	1/4_ DR 2PC TORX TAMPER SOCKET T-10	4.65	7.15	7.99			1	99575801808	0.05	3.90	1.69	0.50	CHN
KDT80181	1/4_ DR 2PC TORX TAMPER SOCKET T-15	4.74	7.29	8.44			1	99575801815	0.05	3.90	1.69	0.50	TWN
KDT80182	SOC T20 1/4D TAMPRF TRX MALE	4.74	7.29	8.44			1	99575801822	0.05	3.90	1.69	0.50	TWN
KTI72135A	DIGITAL TORQUE WRENCH 1/2_ DR 25-250 FT/LBS	142.63	194.72	194.72		108	1	769622991355	4.80	26.00	4.00	3.00	TWN
KDT80186	SOC E4 1/4D EXT TRX	2.64	4.06	5.23			1	99575801860	0.20	4.00	2.00	0.20	TWN
KDT80187	SOC E5 1/4D EXT TRX	2.64	4.06	5.23			1	99575801877	0.05	3.50	2.00	0.50	TWN
KDT80188	SOC E6 1/4D EXT TRX	2.64	4.06	5.23			1	99575801884	0.04	3.30	1.75	0.50	TWN
KDT80191	SOC E4 1/4D EXT TRX DP	6.22	9.57	10.07			1	99575801914	0.20	3.35	1.69	0.46	TWN
KDT80192	SOC E5 1/4D EXT TRX DP	6.22	9.57	10.07			1	99575801921	0.20	3.35	1.69	0.46	USA
KDT80193	SOC E6 1/4D EXT TRX DP	6.22	9.57	10.07			1	99575801938	0.20	3.35	1.69	0.46	TWN
KDT80194	SOC E7 1/4D EXT TRX DP	6.22	9.57	10.07			1	99575801945	0.20	3.35	1.69	0.46	TWN
KDT80195	SOC E8 1/4D EXT TRX DP	6.22	9.57	10.07			1	99575801952	0.20	3.35	1.69	0.46	TWN
KDT80196	SOC E10 1/4D EXT TRX DP	6.22	9.57	10.07			1	99575801969	0.05	1.00	0.14	0.14	TWN
KDT80250	SOC 5MM 1/4D UNIV 6PT	9.10	14.00	14.89			1	99575802508	0.06	4.00	2.00	0.50	TWN
KDT80251	SOC 5.5 MM 1/4D UNIV 6PT	9.10	14.00	14.89			1	99575802515	0.05	1.40	0.50	0.50	TWN
KDT80252	SOC 6MM 1/4D UNIV 6PT	9.10	14.00	14.89			1	99575802522	0.06	4.00	2.00	0.50	TWN
KDT80253	SOC 7MM 1/4D UNIV 6PT	9.10	14.00	14.89			1	99575802539	0.06	4.00	2.00	0.50	TWN
KDT80254	SOC 8MM 1/4D UNIV 6PT	9.10	14.00	14.89			1	99575802546	0.05	1.50	0.50	0.50	TWN
KDT80255	SOC 9MM 1/4D UNIV 6PT	9.10	14.00	14.89			1	99575802553	0.10	4.10	0.60	0.60	TWN
KDT80256	SOC 10MM 1/4D 6PT UNIVERSAL	9.10	14.00	14.89			1	99575802560	0.05	4.00	1.75	0.50	TWN
KDT80257	SOC 11MM 1/4D UNIV 6PT	9.10	14.00	14.89			1	99575802577	0.07	4.00	1.75	0.50	TWN
KDT80258	SOC 12MM 1/4D UNIV 6PT	9.10	14.00	14.89			1	99575802584	0.05	4.00	1.70	0.60	TWN
KDT80259	SOC 13MM 1/4D UNIV 6PT	9.10	14.00	14.89			1	99575802591	0.08	4.00	2.00	0.20	TWN
KDT80260	SOC 14MM 1/4D UNIV 6PT	9.10	14.00	14.89			1	99575802607	0.05	2.00	0.50	0.50	TWN
KDT80261	SOC 15MM 1/4D UNIV 6PT	9.10	14.00	14.89			1	99575802614	0.10	3.30	1.70	0.40	TWN
KDT80262	SOC 3/16 1/4D UNIV 6PT	9.10	14.00	14.89			1	99575802621	0.03	4.00	1.75	0.50	TWN
KDT80263	SOC 1/4 1/4D UNIV 6PT	9.10	14.00	14.89			1	99575802638	0.06	4.00	1.75	0.50	TWN
KDT80264	SOC 5/16 1/4D UNIV 6PT	9.10	14.00	14.89			1	99575802645	0.01	4.00	1.75	0.50	TWN
KDT80265	SOC 3/8 1/4D UNIV 6PT	9.10	14.00	14.89			1	99575802652	0.05	3.00	2.00	0.40	TWN
KDT80266	SOC 7/16 1/4D UNIV 6PT	9.10	14.00	14.89			1	99575802669	0.05	4.10	0.60	0.60	TWN
KDT80267	SOC 1/2 1/4D UNIV 6PT	9.10	14.00	14.89			1	99575802676	0.08	4.20	2.00	0.20	TWN
KDT80268	SOC 9/16 1/4D UNIV 6PT	9.10	14.00	14.89			1	99575802683	0.08	4.50	2.00	1.00	TWN
KDT80273	3MM STUBBY HEX	3.15	4.85	6.19			1	99575802737	0.05	1.00	0.50	0.50	TWN
KDT80274	4MM STUBBY HEX SOCKET	3.15	4.85	6.19			1	99575802744	1.00	1.00	1.00	1.00	0
KDT80275	1/4 DR. 5MM STUBBY HEX BIT SOCKET	4.49	6.91	8.81			1	99575802751	0.01	2.00	0.05	0.05	0
KDT80276	1/4 DR. STUBBY 6MM BIT SOCKET	4.49	6.91	8.81			1	99575802768	0.05	1.00	0.50	0.50	0
KDT80281	8-PC 1/4_ & 3/8_ DRIVE  METRIC STUBBY HEX BIT SOCK	31.19	47.98	59.69			1	99575802812	0.70	9.00	1.00	2.00	TWN
KDT80291	8-PC 1/4_ & 3/8_ DRIVE SAE STUBBY HEX BIT SOCKET S	31.19	47.98	59.69			1	99575802911	0.70	9.00	1.00	1.00	TWN
KDT80994	5-PC 1/4_  DRIVE UNIVERSAL STUBBY TORX BIT SOCKET	31.19	47.98	59.74			1	99575809941	0.45	9.20	2.00	1.10	TWN
KDT80302	13PC 1/4_ DRIVE 6PT METRIC SOCKET SET	25.90	39.85	45.96			1	99575803024	0.71	14.00	1.81	1.26	CHN
KDT80306	13PC 1/4_ DR 12PT STANDARD METRIC SOCKET SET	25.90	39.85	45.96			1	99575803062	0.70	14.00	3.00	1.50	CHN
KDT80303	10PC 1/4_ DRIVE 6PT SAE SOCKET SET	19.92	30.65	35.36			1	99575803031	0.55	14.00	1.61	1.26	CHN
KDT80307	10PC 1/4_ DR 12PT STANDARD SAE SOCKET SET	19.92	30.65	35.36			1	99575803079	0.55	13.75	2.75	1.25	CHN
KDT80304	13PC 1/4_ DRIVE 6PT DEEP METRIC SOCKET SET	39.65	61.00	68.98			1	99575803048	1.35	13.75	3.75	1.40	CHN
KDT80308	13PC 1/4_ DR 12PT DEEP METRIC SOCKET SET	39.65	61.00	68.98			1	99575803086	1.28	9.25	2.60	1.30	CHN
KDT80305	10PC 1/4_ DRIVE 6PT DEEP SAE SOCKET SET	31.44	48.37	53.05			1	99575803055	0.97	9.26	2.64	1.26	TWN
KDT80309	10PC 1/4DR 12PT DEEP SAE SOCKET SET	31.44	48.37	53.05			1	99575803093	0.97	9.25	1.64	1.26	CHN
KDT80312	26 PC 1/4_ DR 6 PT STD SAE SOCKET SET	49.50	76.15	97.82			1	99575803123	2.90	14.00	6.00	2.50	0
KDT80313	26 PC 1/4_ DR 12 PT STD SAE SOCKET SET	49.50	76.15	97.82			1	99575803130	3.00	13.00	6.00	2.00	0
KDT80330	3/8 DR 6PT 20MM SHALLOW SKT	3.28	5.05	6.42			1	99575803307	0.15	1.10	1.00	1.00	CHN
KDT80331	3/8 DR 6PT 21MM REG SKT	3.28	5.05	6.42			1	99575803314	0.15	1.10	1.10	1.10	CHN
KDT80332	3/8 DR 6PT 22MM REG SKT	3.28	5.05	6.42			1	99575803321	0.20	1.10	1.00	1.00	0
KDT80406	20MM DEEP 6PT 3/8 DRIVE	3.28	5.05	6.42			1	99575804069	0.41	5.00	1.25	1.25	CHN
KDT80534	3/8_DR TORX BIT SKT T15       	3.28	5.05	6.42			1	99575805349	0.10	0.75	0.75	1.60	0
KDT80535	3/8_DR TORX BIT SKT T20       	3.28	5.05	6.42			1	99575805356	0.25	3.00	1.00	0.50	0
KDT80536	3/8_DR TORX BIT SKT T25	3.28	5.05	6.42			1	99575805363	0.70	4.00	2.00	1.00	TWN
KDT80537	3/8_DR TORX BIT SKT T27       	3.28	5.05	6.42			1	99575805370	0.10	4.25	1.75	0.75	0
KDT80538	T30 3/8DR TORX SOCKET	3.28	5.05	6.42			1	99575805387	0.30	1.00	0.50	0.50	TWN
KDT80596	3/8_ DR 12 PT SOCKET 20MM          	3.28	5.05	6.42			1	99575805967	0.15	3.50	1.75	1.00	0
KDT80333	SOC 10MM 3/8D UNIV 6PT	8.15	12.54	16.87			1	99575803338	0.10	4.25	1.75	0.75	TWN
KDT80334	SOC 11MM 3/8D UNIV 6PT	8.15	12.54	16.87			1	99575803345	0.14	4.50	2.00	0.50	TWN
KDT80335	SOC 12MM 3/8D UNIV 6PT	8.15	12.54	16.87			1	99575803352	0.15	3.00	2.00	2.00	TWN
KDT80336	SOC 13MM 3/8D UNIV 6PT	8.15	12.54	16.87			1	99575803369	0.60	3.00	1.00	1.00	TWN
KDT80337	SOC 14MM 3/8D UNIV 6PT	8.15	12.54	16.87			1	99575803376	0.25	4.50	1.75	0.75	TWN
KDT80338	SOC 15MM 3/8D UNIV 6PT	8.15	12.54	16.87			1	99575803383	0.10	4.50	2.00	1.00	TWN
KDT80339	SOC 16MM 3/8D UNIV 6PT	8.15	12.54	16.87			1	99575803390	0.16	4.50	2.00	1.00	TWN
KDT80340	SOC 17MM 3/8D UNIV 6PT	8.15	12.54	16.87			1	99575803406	0.17	4.50	2.00	1.00	TWN
KDT80341	SOC 18MM 3/8D UNIV 6PT	8.15	12.54	16.87			1	99575803413	1.00	4.50	2.00	1.00	TWN
KDT80342	SOC 19MM 3/8D UNIV 6PT	8.15	12.54	16.87			1	99575803420	1.00	5.00	3.00	2.00	TWN
KDT80343	SOC 3/8 3/8D UNIV 6PT	8.15	12.54	16.87			1	99575803437	0.13	4.50	2.00	0.50	TWN
KDT80344	SOC 7/16 3/8D UNIV 6PT	8.15	12.54	16.87			1	99575803444	0.14	4.00	2.00	0.50	TWN
KDT80345	SOC 1/2 3/8D UNIV 6PT	8.15	12.54	16.87			1	99575803451	0.20	4.50	0.75	0.50	TWN
KDT80346	SOC 9/16 3/8D UNIV 6PT	8.15	12.54	16.87			1	99575803468	0.15	2.00	0.75	0.75	TWN
KDT80347	SOC 5/8 3/8D UNIV 6PT	8.15	12.54	16.87			1	99575803475	0.15	4.50	2.00	1.00	TWN
KDT80348	SOC 11/16 3/8D UNIV 6PT	8.15	12.54	16.87			1	99575803482	0.17	5.00	2.00	1.00	TWN
KDT80349	SOC 3/4 3/8D UNIV 6PT	8.15	12.54	16.87			1	99575803499	0.17	4.50	2.00	1.00	TWN
KDT80189	SOC E7 1/4D EXT TRX	3.09	4.75	5.47			1	99575801891	0.10	2.00	1.00	0.20	TWN
KDT80190	SOC E8 1/4D EXT TRX SHORT	3.09	4.75	5.47			1	99575801907	0.05	3.50	1.75	0.50	TWN
KDT80350	SOC 1/4 3/8D 6PT	3.09	4.75	5.45			1	99575803505	0.04	3.50	1.77	0.68	CHN
KDT80351	SOC 5/16 3/8D 6PT	3.09	4.75	5.47			1	99575803512	0.04	3.50	1.77	0.68	CHN
KDT80496	SOC 1/4 3/8D 12PT	3.09	4.75	5.45			1	99575804960	1.00	6.00	2.00	0.15	CHN
KDT80497	SOC 5/16 3/8D 12PT	3.09	4.75	5.47			1	99575804977	1.00	6.00	2.00	0.15	TWN
ATEATWB11	COMPUTER WHEEL BALANCER	1163.60	1395.00	1395.00		150	1		1.00	1.00	1.00	1.00	CHN
KDT80353	SOC 7/16 3/8D 6PT	3.15	4.85	5.62			1	99575803536	0.04	3.50	1.77	0.68	CHN
KDT80374	SOC 6MM 3/8D 6PT	3.15	4.85	5.62			1	99575803741	0.24	3.50	1.77	0.67	CHN
KDT80375	SOC 7MM 3/8D 6PT	3.15	4.85	5.62			1	99575803758	0.26	3.50	1.77	0.67	CHN
KDT80376	SOC 8MM 3/8D 6PT	3.15	4.85	5.62			1	99575803765	0.26	3.50	1.77	0.67	CHN
KDT80482	3/8_DR 12PT STD SKT 6MM	3.15	4.85	5.62			1	99575804823	0.04	0.98	0.37	0.37	TWN
KDT80483	SOC 7MM 3/8D 12PT	3.15	4.85	5.62			1	99575804830	0.50	0.98	0.43	0.43	CHN
KDT80484	SOC 8MM 3/8D 12PT	3.15	4.85	5.62			1	99575804847	1.00	6.00	2.00	0.15	TWN
KDT80499	SOC 7/16 3/8D 12PT	3.15	4.85	5.62			1	99575804991	0.10	3.50	2.00	0.50	CHN
PRVIRC061201	COUPLER 1/4_FEMALE SILVER F/MIL727	13.83	19.75	19.75			1	3660058113557	0.15	2.00	0.90	0.90	FRA
OTC558571	30_ AIR CARTRIDGE	356.96	446.20	446.20			1		25.00	36.00	20.00	18.00	USA
KTI81772A	AIR IMPACT WRENCH 3/4 DRIVE	187.43	249.91	249.91			1	769622817723	11.55	11.25	9.50	4.00	TWN
ATEATTD-APEX14	"14,000 LB. CAPACITY COMMERICAL GRADE 4-POST LIFT,"	3771.37	4395.00	4395.00		139	1		0.00	0	0	0	CHN
ATESL-STD-500	550 LB / 50 GAL CAPACITY SPRAY WASH CABINET	3153.50	3710.00	3710.00			1		700.00	72.00	47.00	45.00	CHN
KDT80363	SOC 1/4 3/8D 6PT DP	4.64	7.14	7.64			1	99575803635	0.11	5.02	1.77	0.66	CHN
KDT80364	SOC 5/16 3/8D 6PT DP	4.64	7.14	7.64			1	99575803642	0.11	5.02	1.77	0.66	TWN
KDT80365	SOC 3/8 3/8D 6PT DP	4.64	7.14	7.64			1	99575803659	0.13	5.02	1.77	0.66	CHN
KDT80366	SOC 7/16 3/8D 6PT DP	4.64	7.14	7.64			1	99575803666	0.13	5.02	1.77	0.66	CHN
KDT80367	SOC 1/2 3/8D 6PT DP	4.64	7.14	7.64			1	99575803673	0.15	5.02	1.77	0.70	CHN
KDT80509	3/8_DR 12PT DEEP SKT 1/4_	4.64	7.14	7.64			1	99575805097	0.05	2.50	0.39	0.39	CHN
KDT80510	SOC 5/16 3/8D 12PT DP	4.64	7.14	7.64			1	99575805103	0.10	2.00	2.00	1.00	CHN
KDT80511	SOC 3/8 3/8D 12PT DP	4.64	7.14	7.64			1	99575805110	0.14	5.00	1.75	0.50	CHN
KDT80512	SOC 7/16 3/8D 12PT DP	4.64	7.14	7.64			1	99575805127	0.20	5.00	2.00	1.00	TWN
KDT80513	SOC 1/2 3/8D 12PT DP	4.64	7.14	7.64			1	99575805134	0.17	5.00	1.75	0.50	CHN
KDT80363S	3/8_ DRIVE 6 PT. MID LENGTH SAE SOCKET 1/4_	3.14	4.83	7.01			1	99575823633	0.10	4.25	1.75	0.30	TWN
KDT80364S	3/8_ DRIVE 6 PT. MID LENGTH SAE SOCKET 5/16_	3.14	4.83	7.01			1	99575823640	0.10	4.25	1.75	0.30	TWN
KDT80365S	3/8_ DRIVE 6 PT. MID LENGTH SAE SOCKET 3/8_	3.14	4.83	7.01			1	99575823657	0.10	4.25	1.75	0.50	TWN
